Language,Set Name,Set Name (EN),Set Code,Year,Release Date,Series,Cards In Set,Cards Listed,Sources
Portuguese,Destemido,,UND,2010,2010-08-18,HeartGold SoulSilver,90,0,tcgdex
Portuguese,Triunfante,,TRI,2010,2010-11-03,HeartGold SoulSilver,102,0,tcgdex
Portuguese,Chamado das Lendas,,COL,2011,2011-02-09,Chamado das Lendas,95,0,tcgdex
Portuguese,Black & White,,BLW,2011,2011-04-25,Black & White,114,115,tcgdex
Portuguese,Poderes Emergentes,,EP,2011,2011-08-31,Black & White,98,98,tcgdex
Portuguese,Vitórias Nobres,,NVI,2011,2011-11-16,Black & White,101,102,tcgdex
Portuguese,Próximos Destinos,,NXD,2012,2012-02-08,Black & White,99,103,tcgdex
Portuguese,Exploradores da Escuridão,,DEX,2012,2012-05-09,Black & White,108,111,tcgdex
Portuguese,Dragões Enaltecidos,,DRX,2012,2012-08-15,Black & White,124,128,tcgdex
Portuguese,Cofre do Dragão,,DRV,2012,2012-10-05,Black & White,20,0,tcgdex
Portuguese,Fronteiras Cruzadas,,BCR,2012,2012-11-07,Black & White,149,153,tcgdex
Portuguese,Tempestade de Plasma,,PLS,2013,2013-02-06,Black & White,135,138,tcgdex
Portuguese,Congelamento de Plasma,,PLF,2013,2013-05-08,Black & White,116,122,tcgdex
Portuguese,Explosão de Plasma,,PLB,2013,2013-08-14,Black & White,101,105,tcgdex
Portuguese,Tesouros Lendários,,LTR,2013,2013-11-06,Black & White,113,0,tcgdex
Portuguese,Conjunto para Iniciantes Kalos,,KSS,2013,2013-11-08,XY,39,39,tcgdex
Portuguese,XY,,XY,2014,2014-02-05,XY,146,146,tcgdex
Portuguese,Flash de Fogo,,FLF,2014,2014-05-07,XY,106,109,tcgdex
Portuguese,Punhos Furiosos,,FFI,2014,2014-08-13,XY,111,113,tcgdex
Portuguese,Força Fantasma,,PHF,2014,2014-11-05,XY,119,122,tcgdex
Portuguese,Conflito Primitivo,,PRC,2015,2015-02-04,XY,160,164,tcgdex
Portuguese,Crise Dupla,,DCR,2015,2015-03-25,XY,34,34,tcgdex
Portuguese,Céus Estrondosos,,ROS,2015,2015-05-06,XY,108,110,tcgdex
Portuguese,Origens Ancestrais,,AOR,2015,2015-08-12,XY,98,100,tcgdex
Portuguese,Turbo Revolução,,BKT,2015,2015-11-04,XY,162,164,tcgdex
Portuguese,Turbo Colisão,,BKP,2016,2016-02-03,XY,122,123,tcgdex
Portuguese,Gerações,,GEN,2016,2016-02-22,XY,83,0,tcgdex
Portuguese,Fusão de Destinos,,FCO,2016,2016-05-02,XY,124,125,tcgdex
Portuguese,Cerco de Vapor,,STS,2016,2016-08-03,XY,114,116,tcgdex
Portuguese,Evoluções,,EVO,2016,2016-11-02,XY,108,113,tcgdex
Portuguese,Sol e Lua,,SUM,2017,2017-02-03,Sol e Lua,149,163,tcgdex
Portuguese,Sol e Lua Promos,,SMP,2017,2017-02-03,Sol e Lua,248,240,tcgdex
Portuguese,Guardiões Ascendentes,,GRI,2017,2017-05-05,Sol e Lua,145,169,tcgdex
Portuguese,Sombras Ardentes,,BUS,2017,2017-08-04,Sol e Lua,147,169,tcgdex
Portuguese,Lendas Luminescentes,,SLG,2017,2017-10-06,Sol e Lua,73,78,tcgdex
Portuguese,Invasão Carmim,,CIN,2017,2017-11-03,Sol e Lua,111,124,tcgdex
Portuguese,Ultra Prisma,,UPR,2018,2018-02-02,Sol e Lua,156,173,tcgdex
Portuguese,Luz Proibida,,FLI,2018,2018-05-04,Sol e Lua,131,146,tcgdex
Portuguese,Tempestade Celestial,,CES,2018,2018-08-03,Sol e Lua,168,183,tcgdex
Portuguese,Dragões Soberanos,,DRM,2018,2018-09-07,Sol e Lua,70,78,tcgdex
Portuguese,Trovões Perdidos,,LOT,2018,2018-11-02,Sol e Lua,214,236,tcgdex
Portuguese,União de Aliados,,TEU,2019,2019-01-31,Sol e Lua,181,196,tcgdex
Portuguese,Detetive Pikachu,,DET,2019,2019-03-29,Sol e Lua,18,18,tcgdex
Portuguese,Elos Inquebráveis,,UNB,2019,2019-05-03,Sol e Lua,214,234,tcgdex
Portuguese,Sintonia Mental,,UNM,2019,2019-08-02,Sol e Lua,236,258,tcgdex
Portuguese,Destinos Ocultos,,HIF,2019,2019-08-23,Sol e Lua,68,0,tcgdex
Portuguese,Destinos Ocultos Cofre Brilhante,,sma,2019,2019-08-23,Sol e Lua,94,0,tcgdex
Portuguese,Eclipse Cósmico,,CEC,2019,2019-11-01,Sol e Lua,236,271,tcgdex
Portuguese,ESES Promos,,swshp,2019,2019-11-15,Espada e Escudo,307,300,tcgdex
Portuguese,Espada e Escudo,,SSH,2020,2020-02-07,Espada e Escudo,202,216,tcgdex
Portuguese,Rixa Rebelde,,RCL,2020,2020-05-01,Espada e Escudo,192,209,tcgdex
Portuguese,Escuridão Incandescente,,DAA,2020,2020-08-14,Espada e Escudo,189,201,tcgdex
Portuguese,Caminho do Campeão,,CPA,2020,2020-09-25,Espada e Escudo,73,80,tcgdex
Portuguese,Voltagem Vívida,,VIV,2020,2020-11-13,Espada e Escudo,185,203,tcgdex
Portuguese,Destinos Brilhantes,,SHF,2021,2021-02-19,Espada e Escudo,72,73,tcgdex
Portuguese,Destinos Brilhantes Cofre Brilhante,,SHF:SV,2021,2021-02-19,Espada e Escudo,122,122,tcgdex
Portuguese,Estilos de Batalha,,BST,2021,2021-03-19,Espada e Escudo,163,183,tcgdex
Portuguese,Reinado Arrepiante,,CRE,2021,2021-06-18,Espada e Escudo,198,233,tcgdex
Portuguese,Céus em Evolução,,EVS,2021,2021-08-27,Espada e Escudo,203,237,tcgdex
Portuguese,Celebrações,,CEL,2021,2021-10-08,Espada e Escudo,25,25,tcgdex
Portuguese,Celebrações Coleção Clássica,,CEL:CC,2021,2021-10-08,Espada e Escudo,25,0,tcgdex
Portuguese,Golpe Fusão,,FST,2021,2021-11-12,Espada e Escudo,264,284,tcgdex
Portuguese,Astros Cintilantes,,BRS,2022,2022-02-25,Espada e Escudo,172,186,tcgdex
Portuguese,Astros Cintilantes Galeria de Treinador,,BRS:TG,2022,2022-02-25,Espada e Escudo,30,30,tcgdex
Portuguese,Estrelas Radiantes,,ASR,2022,2022-05-27,Espada e Escudo,189,216,tcgdex
Portuguese,Estrelas Radiantes Galeria de Treinador,,ASR:TG,2022,2022-05-27,Espada e Escudo,30,30,tcgdex
Portuguese,Pokémon GO,,PGO,2022,2022-07-01,Espada e Escudo,78,88,tcgdex
Portuguese,Origem Perdida,,LOR,2022,2022-09-09,Espada e Escudo,196,217,tcgdex
Portuguese,Origem Perdida Galeria de Treinador,,LOR:TG,2022,2022-09-09,Espada e Escudo,30,30,tcgdex
Portuguese,Tempestade Prateada,,SIT,2022,2022-11-11,Espada e Escudo,195,215,tcgdex
Portuguese,Tempestade Prateada Galeria de Treinador,,SIT:TG,2022,2022-11-11,Espada e Escudo,30,30,tcgdex
Portuguese,Realeza Absoluta,,CRZ,2023,2023-01-20,Espada e Escudo,159,160,tcgdex
Portuguese,Realeza Absoluta Galeria de Galar,,CRZ:GG,2023,2023-01-20,Espada e Escudo,70,70,tcgdex
Portuguese,Escarlate e Violeta,,SVI,2023,2023-03-31,Escarlate e Violeta,198,258,tcgdex
Portuguese,Escarlate e Violeta Energia,,SVE,2023,2023-03-31,Escarlate e Violeta,24,24,tcgdex
Portuguese,SVP Black Star Promos,,SVP,2023,2023-03-31,Escarlate e Violeta,225,218,tcgdex
Portuguese,Evoluções em Paldea,,PAL,2023,2023-06-09,Escarlate e Violeta,193,279,tcgdex
Portuguese,Obsidiana em Chamas,,OBF,2023,2023-08-11,Escarlate e Violeta,197,230,tcgdex
Portuguese,151,,MEW,2023,2023-09-22,Escarlate e Violeta,165,207,tcgdex
Portuguese,Fenda Paradoxal,,PAR,2023,2023-11-03,Escarlate e Violeta,182,266,tcgdex
Portuguese,Destinos de Paldea,,PAF,2024,2024-01-26,Escarlate e Violeta,91,245,tcgdex
Portuguese,Forças Temporais,,TEF,2024,2024-03-22,Escarlate e Violeta,162,218,tcgdex
Portuguese,Máscaras do Crepúsculo,,TWM,2024,2024-05-24,Escarlate e Violeta,167,226,tcgdex
Portuguese,Fábulas Nebulosas,,SFA,2024,2024-08-02,Escarlate e Violeta,64,99,tcgdex
Portuguese,Coroa Estelar,,SCR,2024,2024-09-13,Escarlate e Violeta,142,175,tcgdex
Portuguese,Dominação Genética,,A1,2024,2024-10-30,Pokémon Estampas Ilustradas Pocket,226,0,tcgdex
Portuguese,Promo-A,,P-A,2024,2024-10-30,Pokémon Estampas Ilustradas Pocket,0,0,tcgdex
Portuguese,Fagulhas Impetuosas,,SSP,2024,2024-11-08,Escarlate e Violeta,191,252,tcgdex
Portuguese,Ilha Mítica,,A1a,2024,2024-12-17,Pokémon Estampas Ilustradas Pocket,68,0,tcgdex
Portuguese,Evoluções Prismáticas,,PRE,2025,2025-01-17,Escarlate e Violeta,131,180,tcgdex
Portuguese,Embate do Tempo e Espaço,,A2,2025,2025-01-30,Pokémon Estampas Ilustradas Pocket,140,0,tcgdex
Portuguese,Luz Triunfante,,A2a,2025,2025-02-28,Pokémon Estampas Ilustradas Pocket,75,0,tcgdex
Portuguese,Festival Brilhante,,A2b,2025,2025-03-27,Pokémon Estampas Ilustradas Pocket,72,0,tcgdex
Portuguese,Amigos de Jornada,,JTG,2025,2025-03-28,Escarlate e Violeta,159,190,tcgdex
Portuguese,Guardiões Celestiais,,A3,2025,2025-04-30,Pokémon Estampas Ilustradas Pocket,155,0,tcgdex
Portuguese,Rivais Predestinados,,DRI,2025,2025-05-30,Escarlate e Violeta,182,244,tcgdex
Portuguese,Fogo Branco,,WHT,2025,2025-07-17,Escarlate e Violeta,86,173,tcgdex
Portuguese,Raio Preto,,BLK,2025,2025-07-17,Escarlate e Violeta,86,172,tcgdex
Portuguese,Nascentes Reclusas,,A4a,2025,2025-08-28,Pokémon Estampas Ilustradas Pocket,71,0,tcgdex
Portuguese,Megaevolução Energia,,MEE,2025,2025-09-25,Megaevolução,8,8,tcgdex
Portuguese,MEP Black Star Promos,,MEP,2025,2025-09-26,Megaevolução,0,60,tcgdex
Portuguese,Megaevolução,,MEG,2025,2025-09-26,Megaevolução,132,188,tcgdex
Portuguese,Fogo Fantasmagórico,,PFL,2025,2025-11-14,Megaevolução,94,130,tcgdex
Portuguese,Chama Carmesim,,B1a,2025,2025-12-17,Pokémon Estampas Ilustradas Pocket,69,0,tcgdex
Portuguese,Desfile Onírico,,B2,2026,2026-01-29,Pokémon Estampas Ilustradas Pocket,155,0,tcgdex
Portuguese,Heróis Excelsos,,ASC,2026,2026-01-30,Megaevolução,217,295,tcgdex
Portuguese,Paldean Wonders,,B2a,2026,2026-02-26,Pokémon Estampas Ilustradas Pocket,93,0,tcgdex
Portuguese,Equilíbrio Perfeito,,POR,2026,2026-03-27,Megaevolução,88,124,tcgdex
Portuguese,Caos Ascendente,,CRI,2026,2026-05-22,Megaevolução,86,122,tcgdex
Portuguese,Escuridão Absoluta,,PBL,2026,2026-07-17,Megaevolução,84,120,tcgdex
Portuguese (Brazil),Dominação Genética,,A1,2024,2024-10-30,Pokémon Estampas Ilustradas Pocket,226,286,tcgdex
Portuguese (Brazil),Promo-A,,P-A,2024,2024-10-30,Pokémon Estampas Ilustradas Pocket,0,73,tcgdex
Portuguese (Brazil),Ilha Mítica,,A1a,2024,2024-12-17,Pokémon Estampas Ilustradas Pocket,68,86,tcgdex
Portuguese (Brazil),Embate do Tempo e Espaço,,A2,2025,2025-01-30,Pokémon Estampas Ilustradas Pocket,140,207,tcgdex
Portuguese (Brazil),Luz Triunfante,,A2a,2025,2025-02-28,Pokémon Estampas Ilustradas Pocket,75,96,tcgdex
Portuguese (Brazil),Festival Brilhante,,A2b,2025,2025-03-27,Pokémon Estampas Ilustradas Pocket,72,111,tcgdex
Portuguese (Brazil),Guardiões Celestiais,,A3,2025,2025-04-30,Pokémon Estampas Ilustradas Pocket,155,239,tcgdex
Portuguese (Brazil),Nascentes Reclusas,,A4a,2025,2025-08-28,Pokémon Estampas Ilustradas Pocket,71,0,tcgdex
Portuguese (Brazil),Chama Carmesim,,B1a,2025,2025-12-17,Pokémon Estampas Ilustradas Pocket,69,0,tcgdex
Portuguese (Brazil),Desfile Onírico,,B2,2026,2026-01-29,Pokémon Estampas Ilustradas Pocket,155,0,tcgdex
Portuguese (Brazil),Paldean Wonders,,B2a,2026,2026-02-26,Pokémon Estampas Ilustradas Pocket,93,26,tcgdex
Russian,Стартовый Набор Калоса,,KSS,2013,2013-11-08,XY,39,0,tcgdex
Russian,XY,,XY,2014,2014-02-05,XY,146,0,tcgdex
Russian,Огненная Вспышка,,FLF,2014,2014-05-07,XY,106,0,tcgdex
Russian,Яростный Кулак,,FFI,2014,2014-08-13,XY,111,0,tcgdex
Russian,Призрачные Силы,,PHF,2014,2014-11-05,XY,119,0,tcgdex
Russian,Первобытная Дуэль,,PRC,2015,2015-02-04,XY,160,0,tcgdex
Russian,Грохочущие Небеса,,ROS,2015,2015-05-06,XY,108,0,tcgdex
Russian,Древние Истоки,,AOR,2015,2015-08-12,XY,98,0,tcgdex
Russian,Турбо Импульс,,BKT,2015,2015-11-04,XY,162,0,tcgdex
Thai,ซอร์ด แอนด์ ชีลด์,,SC1D,2020,2020-09-08,ซอร์ด แอนด์ ชีลด์,164,0,tcgdex
Thai,ซอร์ด แอนด์ ชีลด์ ชุด A,,SC1a,2020,2020-09-08,ซอร์ด แอนด์ ชีลด์,154,0,tcgdex
Thai,ซอร์ด แอนด์ ชีลด์ ชุด B,,SC1b,2020,2020-09-08,ซอร์ด แอนด์ ชีลด์,153,0,tcgdex
Thai,V Starter Deck บัดดี้,,SCA,2021,2021-01-29,ซอร์ด แอนด์ ชีลด์,135,0,tcgdex
Thai,ชนี VMAX คอลเลกชัน ชุด A,,SC3a,2021,2021-01-29,ซอร์ด แอนด์ ชีลด์,159,0,tcgdex
Thai,ชนี VMAX คอลเลกชัน ชุด B,,SC3b,2021,2021-01-29,ซอร์ด แอนด์ ชีลด์,158,0,tcgdex
Thai,ชาเลนจ์,,SCB,2021,2021-03-26,ซอร์ด แอนด์ ชีลด์,156,0,tcgdex
Thai,มาสเตอร์จู่โจมครั้งเดียว,,S5I,2021,2021-03-26,ซอร์ด แอนด์ ชีลด์,70,68,tcgdex
Thai,มาสเตอร์จู่โจมต่อเนื่อง,,S5R,2021,2021-03-26,ซอร์ด แอนด์ ชีลด์,70,59,tcgdex
Thai,สองยอดนักสู้,,S5a,2021,2021-04-30,ซอร์ด แอนด์ ชีลด์,70,70,tcgdex
Thai,ภูตทมิฬ,,S6K,2021,2021-05-28,ซอร์ด แอนด์ ชีลด์,70,0,tcgdex
Thai,หอกหิมะขาว,,S6H,2021,2021-05-28,ซอร์ด แอนด์ ชีลด์,70,0,tcgdex
Thai,อีวุยฮีโร,,S6a,2021,2021-06-25,ซอร์ด แอนด์ ชีลด์,69,0,tcgdex
Thai,อีโวลู,,SCC,2021,2021-07-30,ซอร์ด แอนด์ ชีลด์,172,0,tcgdex
Thai,สายน้ำแห่งนภา,,S7R,2021,2021-08-27,ซอร์ด แอนด์ ชีลด์,67,0,tcgdex
Thai,เพอร์เฟคระฟ้า,,S7D,2021,2021-08-27,ซอร์ด แอนด์ ชีลด์,67,0,tcgdex
Thai,คอลเลกชันฉลองครบรอบ 25 ปี,,S8a,2021,2021-10-29,ซอร์ด แอนด์ ชีลด์,28,0,tcgdex
Thai,ฟิวชันอาร์ต,,S8,2021,2021-11-26,ซอร์ด แอนด์ ชีลด์,100,0,tcgdex
Thai,โปเกมอนเทรดดิ้งการ์ดเกม ชุดแฟมิลีแฮปปี้,,SH,2021,2021-11-26,ซอร์ด แอนด์ ชีลด์,38,0,tcgdex
Thai,VMAX ไคลแมกซ์,,S8b,2021,2021-12-17,ซอร์ด แอนด์ ชีลด์,184,0,tcgdex
Thai,Starter Deck เกรทพาวเวอร์,,SCD,2022,2022-01-28,ซอร์ด แอนด์ ชีลด์,159,0,tcgdex
Thai,เกรทพาวเวอร์,,SCE,2022,2022-01-28,ซอร์ด แอนด์ ชีลด์,173,0,tcgdex
Thai,สตาร์เบิร์ท,,S9,2022,2022-02-25,ซอร์ด แอนด์ ชีลด์,100,0,tcgdex
Thai,พสุธามหายุทธ,,S9a,2022,2022-04-29,ซอร์ด แอนด์ ชีลด์,67,0,tcgdex
Thai,การ์ดโปรโม ซอร์ด แอนด์ ชีลด์,,S-P,2022,2022-05-11,ซอร์ด แอนด์ ชีลด์,0,0,tcgdex
Thai,จอมมายาผ่ามิติ,,S10P,2022,2022-05-27,ซอร์ด แอนด์ ชีลด์,67,0,tcgdex
Thai,เจ้าแห่งกาลเวลา,,S10D,2022,2022-05-27,ซอร์ด แอนด์ ชีลด์,67,0,tcgdex
Thai,Pokémon GO,,S10b,2022,2022-06-24,ซอร์ด แอนด์ ชีลด์,71,0,tcgdex
Thai,อันธการลวงตา,,S10a,2022,2022-07-29,ซอร์ด แอนด์ ชีลด์,71,8,tcgdex
Thai,ทริปเปิลบีต,,S11,2022,2022-08-26,ซอร์ด แอนด์ ชีลด์,100,0,tcgdex
Thai,อาร์คานาแห่งประกายแสง,,S11a,2022,2022-09-30,ซอร์ด แอนด์ ชีลด์,68,0,tcgdex
Thai,เปลี่ยนผ่าน,,SCF,2022,2022-11-11,ซอร์ด แอนด์ ชีลด์,176,0,tcgdex
Thai,ปฐมบทแห่งยุคใหม่,,S12,2022,2022-11-25,ซอร์ด แอนด์ ชีลด์,98,98,tcgdex
Thai,จักรวาลแห่งVSTAR,,S12a,2022,2022-12-23,ซอร์ด แอนด์ ชีลด์,172,172,tcgdex
Thai,การ์ดโปรโม สการ์เล็ต แอนด์ ไวโอเล็ต,,SV-P,2023,2023-02-24,สการ์เล็ต&ไวโอเล็ต,0,1,tcgdex
Thai,สการ์เล็ต ex,,SV1S,2023,2023-02-24,สการ์เล็ต&ไวโอเล็ต,78,78,tcgdex
Thai,ไวโอเล็ต ex,,SV1V,2023,2023-02-24,สการ์เล็ต&ไวโอเล็ต,78,78,tcgdex
Thai,ทริปเปิลบีต,,SV1a,2023,2023-04-28,สการ์เล็ต&ไวโอเล็ต,73,73,tcgdex
Thai,สโนว์ฮาซาร์ด,,SV2P,2023,2023-06-30,สการ์เล็ต&ไวโอเล็ต,71,71,tcgdex
Thai,เคลย์เบิสต์,,SV2D,2023,2023-06-30,สการ์เล็ต&ไวโอเล็ต,71,71,tcgdex
Thai,โปเกมอนการ์ด 151,,SV2a,2023,2023-07-28,สการ์เล็ต&ไวโอเล็ต,165,207,tcgdex
Thai,ราชาแห่งเพลิงกาฬ,,SV3,2023,2023-09-29,สการ์เล็ต&ไวโอเล็ต,108,138,tcgdex
Thai,คลื่นพิโรธ,,SV3a,2023,2023-10-27,สการ์เล็ต&ไวโอเล็ต,62,89,tcgdex
Thai,ประกายแสงจากอนาคต,,SV4M,2023,2023-10-27,สการ์เล็ต&ไวโอเล็ต,66,92,tcgdex
Thai,เสียงคำรามจากอดีต,,SV4K,2023,2023-10-27,สการ์เล็ต&ไวโอเล็ต,66,92,tcgdex
Thai,ex คอมแพกต์เด็ค,,SVDs,2023,2023-11-10,สการ์เล็ต&ไวโอเล็ต,163,171,tcgdex
Thai,ไชนีเทรเชอร์ex,,SV4a,2024,2024-01-26,สการ์เล็ต&ไวโอเล็ต,190,150,tcgdex
Thai,ตุลาการไซเบอร์,,SV5M,2024,2024-02-23,สการ์เล็ต&ไวโอเล็ต,71,97,tcgdex
Thai,อำนาจอนารยะ,,SV5K,2024,2024-02-23,สการ์เล็ต&ไวโอเล็ต,71,46,tcgdex
Thai,มิไรดอนex อนาคต,,SVHM,2024,2024-03-29,สการ์เล็ต&ไวโอเล็ต,22,24,tcgdex
Thai,โคไรดอนex โบราณ,,SVHK,2024,2024-03-29,สการ์เล็ต&ไวโอเล็ต,22,24,tcgdex
Thai,ทริปเปิลบีต,,CS1.5,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS1a,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS1b,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS2.5,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS2a,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS2b,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS3.5,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS3D,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS3a,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS3b,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS4,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS4Da,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS4a,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CS4b,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,ทริปเปิลบีต,,CSA,2024,2024-04-26,ซอร์ด แอนด์ ชีลด์,101,0,tcgdex
Thai,หมอกสีชาด,,SV5a,2024,2024-04-26,สการ์เล็ต&ไวโอเล็ต,66,66,tcgdex
Thai,หน้ากากจอมลวงตา,,SV6,2024,2024-05-31,สการ์เล็ต&ไวโอเล็ต,101,101,tcgdex
Thai,แสงนำทางแห่งสเตลลาร์,,SV7s,2024,2024-09-30,สการ์เล็ต&ไวโอเล็ต,166,223,tcgdex
Thai,สเตลลาร์สายฟ้าฟาด,,SV8s,2024,2024-12-23,สการ์เล็ต&ไวโอเล็ต,182,182,tcgdex
Thai,เทศกาลเทรัสตัลex,,SV8a,2025,2025-02-07,สการ์เล็ต&ไวโอเล็ต,187,187,tcgdex
Thai,สายใยแห่งโชคชะตา,,SV9s,2025,2025-04-11,สการ์เล็ต&ไวโอเล็ต,139,185,tcgdex
Chinese (Simplified),风暴涌现,,csm1a,2022,2022-10-22,太阳&月亮,211,0,tcgdex
Chinese (Simplified),风暴涌现,,csm1b,2022,2022-10-22,太阳&月亮,204,0,tcgdex
Chinese (Simplified),风暴涌现,,csm1c,2022,2022-10-22,太阳&月亮,212,0,tcgdex
Chinese (Simplified),特典卡·太阳&月亮,Sun & Moon Promos,SMP,2022,2022-10-27,Sun & Moon Series,,50,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),横空出世 泽,Storming Emergence (Abundant),CSM1cC,2022,2022-10-28,Sun & Moon Series,363,212,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),横空出世 苍,Storming Emergence (Verdant),CSM1bC,2022,2022-10-28,Sun & Moon Series,355,204,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),横空出世 赫,Storming Emergence (Radiant),CSM1aC,2022,2022-10-28,Sun & Moon Series,362,211,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),起始卡组 横空出世GX,Storming Emergence GX Starter Deck,CSM1DC,2022,2022-10-28,Sun & Moon Series,,336,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),莉莉艾的声援专属礼盒,Lillie's Support Box,CSMLC,2022,2022-11-11,Sun & Moon Series,,5,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),强化包 对战精英,Battle Elite,CSM1.5C,2022,2022-12-16,Sun & Moon Series,60,88,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),战斗精英,,csm1.5,2022,2022-12-16,太阳&月亮,151,0,tcgdex
Chinese (Simplified),伊布GX套装礼盒,Eevee-GX Box Set,CSMYC,2023,2023-01-06,Sun & Moon Series,,8,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),交相辉映 唤,Shining Synergy (Summon),CSM2cC,2023,2023-01-18,Sun & Moon Series,342,192,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),交相辉映 沐,Shining Synergy (Shower),CSM2aC,2023,2023-01-18,Sun & Moon Series,344,194,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),交相辉映 魁,Shining Synergy (Supreme),CSM2bC,2023,2023-01-18,Sun & Moon Series,343,193,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),起始卡组 交相辉映GX,Shining Synergy GX Starter Deck,CSM2DC,2023,2023-01-18,Sun & Moon Series,,357,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),闪耀协同效应,,csm2a,2023,2023-01-18,太阳&月亮,194,0,tcgdex
Chinese (Simplified),闪耀协同效应,,csm2b,2023,2023-01-18,太阳&月亮,193,0,tcgdex
Chinese (Simplified),闪耀协同效应,,csm2c,2023,2023-01-18,太阳&月亮,192,0,tcgdex
Chinese (Simplified),精彩的比赛,,csm2.5,2023,2023-03-13,太阳&月亮,151,0,tcgdex
Chinese (Simplified),炫奇争胜,Striking Competition,CSM2.5C,2023,2023-03-17,Sun & Moon Series,160,99,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),精灵球礼盒：闪耀宝可梦,Shining Pokémon Poké Ball Gift Box,CSMJC,2023,2023-03-17,Sun & Moon Series,,15,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),阿尔宙斯&帝牙卢卡&帕路奇亚GX 卡组构筑进阶礼盒,Arceus & Dialga & Palkia-GX Advanced Deck Building Gift Box,CSMAC,2023,2023-03-17,Sun & Moon Series,,19,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 奖赏包,Battle Party Set (Reward Pack),CSMPiC,2023,2023-04-15,Sun & Moon Series,24,48,"database.xlsx,pikaqian_cards.xlsx,tcgdex"
Chinese (Simplified),对战派对组合 恶,Battle Party Set (Darkness Deck),CSMPgC,2023,2023-04-15,Sun & Moon Series,,24,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 斗,Battle Party Set (Fighting Deck),CSMPfC,2023,2023-04-15,Sun & Moon Series,,24,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 水,Battle Party Set (Water Deck),CSMPcC,2023,2023-04-15,Sun & Moon Series,,25,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 火,Battle Party Set (Fire Deck),CSMPbC,2023,2023-04-15,Sun & Moon Series,,25,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 草,Battle Party Set (Grass Deck),CSMPaC,2023,2023-04-15,Sun & Moon Series,,23,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 超,Battle Party Set (Psychic Deck),CSMPeC,2023,2023-04-15,Sun & Moon Series,,21,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 钢,Battle Party Set (Metal Deck),CSMPhC,2023,2023-04-15,Sun & Moon Series,,24,"database.xlsx,pikaqian_cards.xlsx"
Chinese (Simplified),对战派对组合 雷,Battle Party Set (Lightning Deck),CSMPdC,2023,2023-04-15,Sun & Moon Series,,21,"database.xlsx,pikaqian_cards.xlsx"
